environment: procgen:procgen-heist-v0
number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 280
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 200
	v_mask: random
	v_mask_density: 0.005
	w_mask: random
	w_mask_density: 0.2
	t_mask: random
	t_mask_density: 0.1
	clipping_range_min: -1.0
	clipping_range_max: 1.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 20599
Free Parameters: {'V': 12271, 'W': 8022, 'T': 306}
Inputs: 12288
Outputs: 15

--------------------------------------------------------------------------------
gen     min             mean            max             elapsed time (s)
626     1.50            4.12            6.50            43.73           
627     3.50            5.77            8.50            42.67           
628     2.50            5.73            8.00            42.80           
629     3.50            5.52            8.00            42.67           
630     3.50            5.81            7.50            42.60           
631     2.00            4.81            7.50            43.46           
632     2.50            5.50            8.00            43.27           
633     1.50            3.88            6.00            44.29           
634     3.00            5.87            8.00            42.90           
635     1.50            5.40            8.00            43.40           
636     4.00            6.52            8.50            42.41           
637     3.00            5.90            8.50            43.37           
638     1.00            3.98            6.00            44.20           
639     1.50            5.49            8.00            43.04           
640     1.50            4.39            6.50            43.84           
641     2.00            4.74            7.00            43.58           
642     2.00            4.50            6.50            43.73           
643     3.00            4.97            8.00            43.35           
644     3.50            5.65            9.00            42.72           
645     2.00            4.18            7.50            44.10           
646     1.50            4.40            6.50            43.58           
647     2.50            4.75            7.00            43.66           
648     2.50            5.20            8.00            43.21           
649     1.50            4.47            6.50            43.37           
650     2.00            4.59            6.50            43.39           
651     3.00            4.54            6.50            43.45           
652     2.50            5.33            8.50            43.14           
653     4.00            6.17            8.50            42.04           
654     2.00            4.21            6.50            43.71           
655     2.50            4.29            7.50            43.47           
656     2.50            5.48            8.50            43.19           
657     2.00            5.02            7.50            43.29           
658     4.50            6.48            8.00            42.48           
659     1.00            3.67            5.50            44.43           
660     2.00            4.49            6.50            43.96           
661     2.00            4.62            7.00            44.16           
662     3.50            5.73            7.50            42.79           
663     2.00            4.32            7.00            43.62           
664     3.50            6.59            8.50            41.93           
665     3.00            5.22            8.50            43.27           
666     2.50            4.10            6.00            44.40           
667     2.00            5.41            7.50            42.92           
668     1.50            3.62            6.00            44.17           
669     3.00            5.54            8.00            43.19           
670     3.00            5.65            8.50            43.25           
671     3.50            6.12            8.00            42.92           
672     3.00            5.69            7.50            42.87           
673     2.50            5.59            7.50            42.78           
674     3.50            5.89            8.00            42.89           
675     3.50            5.66            8.00            42.66           
676     3.00            5.49            8.50            42.72           
677     3.50            5.76            8.50            42.03           
678     2.00            4.47            6.50            43.30           
679     3.00            5.37            7.50            42.83           
680     3.00            5.48            8.50            42.65           
681     3.50            6.09            8.00            42.62           
682     3.50            5.85            8.00            42.45           
683     2.00            4.18            6.50            43.58           
684     2.00            4.37            6.50            43.40           
685     3.50            6.11            8.50            42.36           
686     2.50            5.54            7.50            42.70           
687     1.00            4.94            7.00            43.09           
688     2.50            5.37            7.50            42.48           
689     1.50            4.56            7.50            43.37           
690     3.00            4.95            8.00            43.29           
691     1.50            4.66            7.00            43.48           
692     3.50            6.02            8.50            42.47           
693     2.00            4.89            7.00            43.05           
694     3.50            5.98            8.00            42.42           
695     1.50            4.31            6.50            43.88           
696     2.50            4.78            7.00            42.96           
697     1.00            4.00            6.50            43.78           
698     1.00            4.49            6.50            43.58           
699     4.00            6.32            8.50            42.27           
700     1.50            4.38            6.50            43.80           
701     1.00            4.59            7.00            43.59           
702     2.00            3.95            6.00            43.85           
703     2.00            4.53            7.00            43.79           
704     2.50            5.54            7.50            43.13           
705     3.00            5.44            7.50            43.07           
706     4.00            6.11            8.00            42.35           
707     1.00            3.58            6.00            44.18           
708     2.50            5.52            8.00            43.31           
709     2.00            4.46            7.50            44.16           
710     3.00            5.39            8.00            43.14           
711     2.00            6.28            8.50            42.62           
712     2.00            4.37            6.50            43.81           
713     4.00            6.68            8.50            41.95           
714     4.00            6.38            8.50            42.34           
715     2.50            5.28            8.00            43.42           
716     2.50            5.67            8.50            42.74           
717     2.00            4.74            8.50            43.66           
718     2.00            4.28            6.50            43.86           
719     2.50            5.97            8.00            42.58           
720     3.00            5.70            8.00            43.21           
721     0.50            3.97            6.50            43.95           
722     3.00            5.42            8.00            43.31           
723     2.00            4.60            7.00            43.49           
724     2.50            4.77            7.00            43.57           
725     2.00            5.84            8.00            42.88           
726     2.00            5.04            8.50            43.28           
727     4.00            6.95            9.00            41.67           
728     2.50            4.53            6.50            43.48           
729     3.00            5.71            8.00            42.49           
730     3.00            5.12            7.50            42.99           
731     2.50            5.46            8.50            43.45           
732     2.50            6.06            8.50            42.53           
733     3.00            5.57            7.50            43.18           
734     2.00            4.98            7.50            43.23           
735     3.00            5.54            7.00            43.15           
736     1.50            3.92            7.00            44.42           
737     2.50            4.93            6.50            43.43           
738     2.50            4.97            7.00            43.73           
739     3.50            6.06            8.50            43.08           
740     3.50            5.91            8.00            42.83           
741     2.50            5.36            8.50            43.26           
742     2.50            4.95            6.50            43.51           
743     3.50            6.09            8.00            42.58           
744     2.00            4.50            7.00            43.79           
745     2.00            4.51            7.00            43.73           
746     1.00            4.72            7.00            43.47           
747     3.00            5.54            8.50            42.73           
748     4.50            7.01            9.50            41.71           
749     3.00            5.64            8.00            42.91           
750     2.00            4.50            7.00            43.61           
751     1.50            4.45            7.00            43.92           
752     3.00            5.79            8.00            42.63           
753     2.00            5.33            7.50            42.86           
754     2.50            4.70            6.50            43.34           
755     3.00            5.40            7.50            42.90           
756     4.00            7.42            9.50            41.33           
757     2.50            4.51            7.00            43.54           
758     3.00            5.57            8.50            42.66           
759     3.00            5.71            8.50            42.60           
760     2.00            4.44            6.50            43.79           
761     2.50            4.64            6.50            43.62           
762     2.00            4.77            7.00            43.59           
763     3.50            5.85            8.00            42.68           
764     2.50            4.54            8.50            43.64           
765     3.00            6.24            8.50            42.73           
766     3.00            5.16            7.50            42.89           
767     1.50            4.66            7.00            43.69           
768     2.50            5.87            8.00            42.44           
769     2.50            4.51            6.50            43.65           
770     5.00            6.96            9.00            41.70           
771     2.50            5.14            7.50            43.08           
772     2.00            4.87            7.50            43.27           
773     3.00            5.51            7.50            43.09           
774     2.50            4.51            7.00            43.57           
775     3.50            5.68            8.00            42.54           
776     3.50            5.93            8.00            42.86           
777     3.00            5.17            7.00            43.01           
778     4.50            6.48            9.00            42.31           
779     3.00            5.50            7.50            43.18           
780     4.00            6.01            8.00            43.43           
781     3.50            5.46            7.00            42.92           
782     4.00            6.06            8.50            42.45           
783     3.00            5.73            7.50            42.76           
784     3.50            5.62            8.00            42.71           
785     3.50            5.99            8.00            44.08           
786     2.50            5.51            7.50            43.75           
787     2.50            5.71            8.00            42.93           
788     4.00            5.85            8.50            42.66           
789     3.50            5.71            7.50            42.62           
790     3.00            5.79            8.00            42.58           
791     3.00            5.65            7.50            42.71           
792     3.00            5.59            7.50            42.51           
793     1.00            4.38            6.50            43.64           
794     3.00            5.22            7.50            43.13           
795     3.00            5.67            8.00            42.43           
796     2.50            5.29            7.50            43.10           
797     2.50            4.52            7.00            43.67           
798     4.00            6.20            8.50            42.48           
799     3.50            5.80            8.00            42.47           
800     2.00            4.24            6.50            44.34           
801     2.50            5.67            8.50            43.14           
802     2.50            5.16            7.50            43.49           
803     3.50            6.29            8.50            42.77           
804     1.50            4.56            7.50            44.29           
805     3.00            5.83            8.00            43.69           
806     3.00            5.98            8.00            43.13           
807     1.50            4.53            7.00            43.58           
808     4.00            6.12            8.00            42.75           
809     5.00            7.12            10.00           41.95           
810     2.00            4.71            7.50            43.58           
811     2.00            4.61            7.00            43.94           
812     2.00            4.81            7.50            43.66           
813     1.50            4.51            7.50            43.56           
814     2.00            4.56            7.00            44.08           
815     2.50            5.15            7.50            43.01           
816     3.50            5.60            8.00            42.95           
817     1.00            4.62            7.00            43.47           
818     2.00            5.29            8.00            43.27           
819     2.00            4.73            7.50            43.95           
820     2.50            5.12            7.50            43.82           
821     2.50            5.50            7.50            43.88           
822     4.00            6.41            8.50            42.50           
823     1.00            4.12            6.50            44.10           
824     3.50            6.54            9.00            42.16           
825     1.50            4.73            7.00            43.42           
826     3.50            5.77            8.50            43.00           
827     2.50            5.86            8.00            42.82           
828     2.50            4.77            7.00            43.41           
829     2.50            4.56            6.50            43.54           
830     3.50            5.99            8.50            42.65           
831     3.00            5.42            7.50            42.66           
832     2.00            4.84            7.00            43.20           
833     4.00            6.58            9.00            41.69           
834     2.50            4.90            7.50            42.99           
835     2.50            5.40            7.50            42.39           
836     2.00            5.12            8.00            43.07           
837     1.50            3.88            7.00            44.12           
838     2.00            5.40            7.50            43.37           
839     4.50            6.54            9.00            42.37           
840     3.00            5.11            7.50            43.15           
841     2.50            5.54            7.50            43.26           
842     2.00            4.17            6.50            44.01           
843     2.50            4.88            7.00            43.81           
844     2.50            4.72            7.50            43.46           
845     2.00            4.68            7.00            43.81           
846     3.00            4.96            7.00            43.60           
847     4.00            6.71            8.50            41.80           
848     4.00            6.34            9.50            43.13           
849     2.50            4.83            7.50            43.91           
850     2.50            4.58            7.00            43.76           
851     2.00            5.09            7.00            43.34           
852     2.00            4.78            7.00            43.42           
853     3.00            4.89            7.00            43.29           
854     3.00            5.95            8.50            42.78           
855     2.50            4.80            7.00            43.81           
856     2.00            4.36            7.00            43.82           
857     2.50            5.54            8.00            42.64           
858     5.00            6.88            9.00            41.54           
859     4.00            5.91            7.50            42.69           
860     2.00            4.34            6.50            43.45           
861     4.00            5.82            7.50            42.30           
862     2.50            4.66            7.50            43.31           
863     3.00            4.90            7.00            43.27           
864     3.00            4.96            7.50            43.08           
865     2.00            5.19            7.00            43.06           
866     3.00            5.35            7.00            42.45           
867     3.50            5.90            8.50            42.06           
868     4.00            5.80            7.50            42.46           
869     3.00            5.53            8.00            43.00           
870     3.00            5.69            8.00            42.69           
871     2.00            4.79            7.50            43.42           
872     4.50            6.99            9.00            41.54           
873     1.50            4.42            6.50            43.34           
874     3.00            5.21            7.00            42.83           
875     4.00            6.53            9.00            42.14           
876     3.50            5.65            7.50            42.85           
877     2.50            5.53            8.50            42.83           
878     1.00            4.15            7.00            43.80           
879     3.50            5.88            7.50            42.43           
880     2.00            4.28            6.50            43.62           
881     2.50            5.43            8.50            43.10           
882     2.50            5.65            8.00            42.30           
883     3.00            5.83            8.00            42.70           
884     3.50            6.21            8.00            42.53           
885     2.50            5.50            7.50            42.73           
886     3.00            5.72            8.50            42.95           
887     2.00            5.67            8.00            42.51           
888     2.00            4.46            7.00            43.42           
889     2.50            4.76            7.00            43.33           
890     3.00            5.54            8.00            42.55           
891     4.00            5.94            7.50            42.46           
892     2.50            4.60            6.50            43.42           
893     2.00            4.46            7.00            43.91           
894     2.00            5.64            7.50            43.53           
895     2.50            6.34            8.50            42.26           
896     3.00            5.20            8.00            43.44           
897     4.00            6.21            8.00            42.67           
898     4.00            5.77            8.00            42.93           
899     3.50            5.84            8.50            42.65           
900     2.00            4.74            7.00            43.75           
901     3.50            5.46            7.50            43.43           
902     2.00            5.17            7.00            43.28           
903     1.50            4.00            6.50            44.26           
904     3.00            5.96            8.50            43.07           
905     3.50            5.56            7.50            43.22           
906     2.00            5.05            8.00            43.88           
907     3.00            5.25            7.50            42.99           
908     3.00            4.87            6.50            43.21           
909     1.50            3.72            6.00            44.17           
910     2.00            5.15            7.50            43.65           
911     3.50            5.88            8.00            42.84           
912     2.00            5.71            7.50            43.10           
913     2.50            4.67            7.00            43.37           
914     1.50            4.37            6.50            43.12           
915     1.50            5.79            8.00            42.45           
916     1.50            4.34            6.50            43.52           
917     1.50            3.75            6.00            43.79           
918     2.50            4.29            6.00            43.63           
919     3.00            6.05            8.00            42.30           
920     3.00            5.88            8.00            42.84           
921     3.50            5.87            8.00            42.44           
922     3.00            5.53            7.50            42.74           
923     2.00            5.24            7.50            43.11           
924     3.00            5.21            7.50            43.54           
925     2.00            5.05            7.50            43.37           
926     2.50            5.24            7.50            43.13           
927     3.00            5.95            8.00            43.12           
928     2.00            4.30            7.00            43.38           
929     2.50            5.21            8.00            43.25           
930     3.00            6.12            8.50            42.15           
931     2.50            5.38            8.50            43.16           
932     2.50            5.58            7.50            43.00           
933     3.00            5.49            7.50            43.10           
934     3.50            5.23            8.00            43.08           
935     2.50            5.12            7.50            43.77           
936     2.00            5.54            8.00            43.13           
937     2.50            5.22            8.00            45.33           
938     3.00            5.17            7.00            43.18           
939     3.00            5.44            7.50            44.33           
940     4.00            6.14            8.50            42.96           
941     2.50            5.36            7.50            43.96           
942     2.50            5.97            8.00            43.78           
943     2.50            5.00            7.00            43.79           
944     2.50            5.82            8.50            42.83           
945     3.00            6.16            8.50            42.27           
946     3.00            4.88            7.50            43.54           
947     3.50            6.00            8.00            42.53           
948     2.00            4.59            7.00            43.98           
949     2.00            4.97            7.00            43.51           
950     3.50            6.16            8.50            42.30           
951     3.00            5.41            7.50            42.82           
952     2.50            4.94            7.50            43.51           
953     2.00            4.15            6.00            44.05           
954     3.00            5.62            7.50            43.02           
955     1.50            3.96            6.00            44.11           
956     3.00            5.79            8.00            42.56           
957     2.50            5.31            7.00            43.11           
958     4.50            6.18            8.50            42.37           
959     2.00            4.57            7.00            43.56           
960     2.50            5.16            7.00            43.22           
961     1.50            4.75            7.00            43.47           
962     3.00            5.16            8.50            43.22           
963     2.00            4.42            6.00            43.93           
964     3.50            6.03            8.50            42.75           
965     4.00            5.86            8.00            42.58           
966     3.00            5.26            7.50            43.39           
967     2.50            4.79            7.00            43.50           
968     4.50            6.49            8.50            41.96           
969     2.00            5.58            8.50            43.11           
970     0.50            3.35            5.50            44.49           
971     2.50            4.87            7.50            43.64           
972     2.00            4.12            7.50            43.89           
973     3.00            5.58            7.50            43.01           
974     2.50            5.29            8.00            42.71           
975     3.00            5.04            7.00            42.96           
976     3.50            6.35            9.00            42.49           
977     3.50            5.66            8.00            42.95           
978     3.50            5.76            7.50            43.12           
979     2.50            5.43            7.00            43.04           
980     3.50            5.31            7.50            43.08           
981     2.00            5.68            8.00            42.74           
982     3.00            5.48            8.00            43.19           
983     2.50            4.72            7.50            43.27           
984     3.00            5.60            8.00            42.67           
985     2.00            3.81            6.00            43.94           
986     3.00            5.88            8.50            42.13           
987     2.50            5.15            8.50            43.09           
988     1.00            3.86            6.50            44.01           
989     2.00            4.80            7.00            43.29           
990     3.50            5.88            8.00            42.44           
991     2.00            4.64            6.50            43.38           
992     4.00            5.85            8.00            42.41           
993     1.00            4.08            6.50            43.90           
994     2.00            4.75            7.00            43.57           
995     3.00            4.79            6.50            43.19           
996     3.50            5.85            8.50            42.57           
997     2.50            4.96            7.00            43.15           
998     2.50            5.98            8.00            42.69           
999     3.50            5.96            7.50            42.72           
1000    3.50            6.00            9.00            42.59           
1001    1.00            5.03            7.00            43.50           
1002    2.00            4.53            6.50            43.90           
1003    2.50            5.70            8.00            42.75           
1004    2.50            5.26            7.50            43.19           
1005    3.00            5.64            8.00            42.75           
1006    2.00            4.11            6.00            43.49           
1007    3.50            5.69            7.50            42.63           
1008    3.50            6.75            8.50            42.16           
1009    4.50            6.98            9.00            41.88           
1010    3.00            5.35            7.00            43.03           
1011    3.50            5.96            8.50            42.90           
1012    3.50            5.55            7.50            43.05           
1013    2.00            4.55            7.00            43.95           
1014    4.50            6.40            8.50            42.58           
1015    3.00            5.09            7.00            43.97           
1016    3.50            6.52            9.00            42.22           
1017    4.50            5.88            7.50            42.96           
1018    4.00            6.01            8.50            42.77           
1019    3.50            5.71            8.00            42.95           
1020    4.00            5.92            7.50            42.61           
1021    2.50            4.33            7.00            44.04           
1022    3.50            6.87            8.50            42.30           
1023    3.50            6.28            8.50            42.43           
1024    2.00            4.50            7.00            43.91           
1025    2.50            4.33            6.50            43.94           
1026    2.00            4.53            8.00            43.73           
1027    1.50            4.27            6.50            43.55           
1028    2.50            4.92            7.00            43.04           
1029    3.50            6.29            8.00            42.63           
1030    5.00            7.23            9.00            41.50           
1031    4.00            6.30            8.50            42.43           
1032    1.50            4.12            6.00            44.02           
1033    2.00            5.25            7.50            43.16           
1034    2.50            4.61            6.50            43.58           
1035    4.00            6.34            8.50            42.20           
1036    2.50            5.43            8.00            43.09           
1037    2.00            5.21            7.50            43.23           
1038    2.00            5.74            8.00            42.98           
1039    4.50            6.36            8.00            42.32           
1040    2.00            4.66            6.50            43.72           
1041    2.00            4.21            6.00            43.90           
1042    4.00            5.96            8.00            42.60           
1043    2.50            5.60            7.00            42.87           
1044    4.00            6.31            8.00            42.18           
1045    2.00            4.64            6.50            43.77           
1046    1.50            4.33            6.50            43.61           
1047    2.50            4.40            6.50            43.51           
1048    3.50            6.08            8.50            42.60           
1049    3.00            5.94            8.00            42.58           
1050    3.00            4.83            7.50            43.19           
1051    3.00            5.48            7.50            42.98           
1052    2.50            6.00            8.50            42.40           
1053    3.50            6.23            8.50            42.58           
1054    3.50            6.31            8.00            42.31           
1055    4.00            6.01            8.00            42.32           
1056    4.00            5.76            8.00            42.80           
1057    3.00            5.19            7.50            43.41           
1058    2.50            4.69            6.00            43.22           
1059    3.00            5.04            7.00            43.31           
1060    2.50            4.80            7.00            43.43           
1061    2.50            5.10            7.00            43.35           
1062    3.50            6.42            9.50            42.42           
1063    2.00            5.24            7.50            43.00           
1064    2.50            5.58            7.50            42.77           
1065    4.00            5.93            8.00            42.41           
1066    3.50            5.90            8.00            42.43           
1067    2.00            4.86            7.50            43.63           
1068    3.50            5.80            8.00            43.13           
1069    3.50            5.65            7.50            42.89           
1070    3.00            5.68            7.50            42.91           
1071    1.50            4.71            7.00            43.79           
1072    2.50            4.55            7.00            43.58           
1073    4.00            6.33            8.00            42.26           
1074    4.50            6.48            9.00            42.59           
1075    2.50            4.75            7.00            43.64           
1076    3.50            5.96            8.00            42.14           
1077    2.00            4.32            6.50            43.35           
1078    3.50            5.34            7.50            42.62           
1079    4.50            6.62            8.50            41.87           
1080    2.50            5.03            7.00            43.21           
1081    1.50            4.68            7.00            43.53           
1082    2.50            5.24            7.00            43.21           
1083    2.50            4.75            7.50            43.93           
1084    3.50            5.93            8.00            42.52           
1085    2.00            5.19            8.00            43.25           
1086    3.50            5.99            7.50            42.46           
1087    3.00            5.83            8.00            42.60           
1088    3.00            5.16            7.00            43.08           
1089    3.00            5.64            7.00            42.52           
1090    1.50            4.23            6.00            44.51           
1091    3.00            5.79            8.50            42.84           
1092    3.50            6.15            8.00            42.72           
1093    3.50            5.75            8.00            43.12           
1094    3.50            5.69            8.00            42.81           
1095    4.00            6.09            8.00            42.57           
1096    4.00            6.30            8.00            42.79           
1097    3.00            5.19            7.50            43.10           
1098    3.50            6.41            8.50            42.55           
1099    3.50            5.89            8.00            42.95           
1100    3.00            5.49            7.50            43.22           
1101    3.50            6.46            9.00            42.23           
1102    3.00            5.12            7.00            43.40           
1103    3.00            4.86            6.50            42.91           
1104    2.50            5.67            8.50            43.14           
1105    3.00            5.33            7.50            42.90           
1106    4.00            7.04            8.50            41.44           
1107    3.00            5.88            7.50            42.59           
1108    4.00            5.61            7.50            42.81           
1109    3.50            5.91            7.50            42.61           
1110    3.50            5.90            8.00            42.72           
1111    4.00            6.66            9.00            41.97           
1112    3.50            6.05            7.50            42.41           
1113    3.50            5.89            8.00            42.58           
1114    3.00            6.15            8.50            42.36           
1115    3.50            6.26            8.50            42.36           
1116    3.00            5.18            8.00            43.15           
1117    4.00            6.35            8.50            42.30           
1118    3.50            6.78            9.00            41.82           
1119    3.50            5.59            8.00            42.71           
1120    4.50            7.45            9.50            41.64           
1121    3.50            5.97            8.00            42.48           
1122    2.50            4.66            7.50            43.54           
1123    3.00            5.21            7.50            43.30           
1124    2.50            5.38            8.00            43.18           
1125    3.00            5.47            7.50            42.69           
1126    3.00            5.32            7.50            43.03           
1127    3.00            5.76            9.00            42.51           
1128    4.50            6.56            8.50            42.11           
1129    3.50            6.82            9.00            42.03           
1130    2.50            5.24            7.00            43.25           
1131    4.00            5.97            8.00            42.54           
1132    3.00            5.96            8.00            42.47           
1133    4.50            6.38            8.50            42.27           
1134    4.00            6.36            8.50            42.41           
1135    2.00            5.01            8.00            43.70           
1136    3.50            6.20            8.00            42.81           
1137    4.00            6.33            8.50            42.55           
1138    4.00            6.18            8.50            42.86           
1139    3.00            5.81            7.50            42.86           
1140    2.50            5.81            8.00            43.05           
1141    3.00            5.92            8.00            42.87           
1142    3.00            5.58            7.50            42.84           
1143    2.00            4.29            6.50            43.87           
1144    3.50            5.38            8.00            43.15           
1145    3.00            6.41            8.00            41.88           
1146    2.50            5.10            7.50            43.30           
1147    3.00            5.67            8.00            42.94           
1148    4.00            5.71            8.00            42.80           
1149    3.50            5.94            8.00            42.49           
1150    3.50            6.09            8.00            42.64           
1151    3.00            5.23            8.00            43.29           
1152    3.00            5.32            7.50            43.17           
1153    2.50            5.04            7.00            43.21           
1154    5.00            6.56            8.00            42.01           
1155    3.00            5.09            8.00            43.27           
1156    4.50            6.52            8.50            42.43           
1157    3.00            6.00            8.00            42.67           
1158    3.00            5.11            7.50            43.12           
1159    3.50            5.94            8.50            42.81           
1160    4.00            6.10            8.50            42.04           
1161    2.50            4.25            6.00            43.61           
1162    2.50            5.40            7.00            42.61           
1163    1.50            3.94            7.00            43.28           
1164    2.50            5.08            7.50            43.04           
1165    1.50            5.33            7.50            42.95           
1166    3.50            5.25            7.50            42.77           
1167    2.50            5.00            7.50            43.13           
1168    3.00            5.87            7.50            42.61           
1169    3.00            6.21            8.00            42.23           
1170    3.50            6.44            8.50            41.92           
1171    4.00            6.58            9.00            41.91           
1172    2.50            5.26            7.00            42.80           
1173    4.00            6.66            8.50            42.07           
1174    3.50            5.92            8.50            42.61           
1175    1.50            4.65            6.50            43.21           
1176    2.50            5.06            7.50            43.13           
1177    4.00            6.30            8.50            42.31           
1178    2.50            5.02            7.50            43.00           
1179    3.00            5.45            7.50            42.84           
1180    2.00            4.85            7.50            43.22           
1181    3.50            6.47            9.00            42.64           
1182    2.00            4.82            7.00            43.26           
1183    4.00            6.42            8.00            42.51           
1184    4.00            6.01            8.00            42.54           
1185    3.00            5.86            7.50            42.63           
1186    3.00            6.27            8.50            42.39           
1187    3.00            5.18            7.50            43.14           
1188    2.50            4.47            6.50            43.71           
1189    3.50            5.60            7.00            42.55           
1190    3.50            6.08            8.50            42.75           
1191    2.50            4.67            7.00            43.35           
1192    3.50            5.91            8.00            43.04           
1193    3.00            5.62            7.50            42.53           
1194    2.00            4.69            6.50            43.50           
1195    2.50            4.68            7.00            43.75           
1196    3.50            5.54            7.50            43.54           
1197    3.50            5.96            8.00            43.10           
1198    3.50            6.35            8.50            42.42           
1199    3.00            5.38            7.50            43.19           
1200    4.00            6.19            7.50            42.68           
1201    3.50            6.08            8.50            42.92           
1202    4.00            6.19            8.00            42.48           
1203    4.00            6.38            9.00            42.46           
1204    2.50            4.60            6.50            43.89           
1205    3.00            5.86            7.50            42.67           
1206    3.00            4.67            6.50            43.76           
1207    2.50            5.17            7.50            43.73           
1208    3.00            5.71            8.00            43.13           
1209    2.50            5.40            7.50            43.28           
1210    2.50            4.73            7.00            43.61           
1211    2.50            5.25            7.50            43.40           
1212    3.00            5.46            8.00            43.42           
1213    3.00            5.80            8.00            42.80           
1214    2.50            5.32            7.50            43.78           
1215    2.00            5.12            7.00            43.79           
1216    3.50            6.54            9.00            42.70           
1217    3.50            5.84            8.00            43.21           
1218    4.00            6.12            8.00            42.54           
1219    2.50            5.16            7.00            43.61           
1220    4.00            5.77            8.00            42.89           
1221    3.50            6.11            8.50            42.74           
1222    3.50            6.39            8.00            43.01           
1223    3.50            6.00            8.00            42.82           
1224    3.50            5.81            7.50            43.27           
1225    3.50            6.46            8.50            42.48           
1226    1.50            4.91            7.00            43.53           
1227    2.50            6.54            9.00            42.64           
1228    3.50            5.15            7.50            43.30           
1229    3.50            5.83            7.50            42.54           
1230    4.00            7.28            9.00            41.83           
1231    3.00            5.45            7.50            43.10           
1232    4.00            6.67            8.50            42.19           
1233    3.00            5.04            7.50            43.59           
1234    4.00            6.26            9.50            42.75           
1235    3.50            6.75            9.00            42.42           
1236    2.50            4.74            7.00            43.52           
1237    2.50            5.51            7.50            43.22           
1238    3.50            5.61            8.00            43.28           
1239    3.50            5.40            7.50            43.19           
1240    4.00            6.20            8.50            42.58           
1241    3.00            6.11            8.00            42.80           
1242    4.00            6.11            8.50            42.60           
