environment: procgen:procgen-heist-v0
number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 580
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 200
	v_mask: random
	v_mask_density: 0.005
	w_mask: random
	w_mask_density: 0.2
	t_mask: random
	t_mask_density: 0.1
	clipping_range_min: -1.0
	clipping_range_max: 1.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 20670
Free Parameters: {'V': 12347, 'W': 8006, 'T': 317}
Inputs: 12288
Outputs: 15

--------------------------------------------------------------------------------
gen     min             mean            max             elapsed time (s)
624     1.50            3.93            6.50            45.00           
625     1.00            3.66            6.00            44.81           
626     1.00            2.61            4.50            45.91           
627     1.50            3.04            5.00            45.25           
628     0.50            2.77            4.50            45.81           
629     1.50            3.46            5.00            44.85           
630     1.00            2.45            4.50            45.40           
631     1.50            3.54            5.50            44.70           
632     0.50            3.19            5.00            45.20           
633     1.00            3.11            4.50            44.77           
634     1.50            3.77            5.50            44.52           
635     1.50            3.49            6.50            45.12           
636     1.00            3.48            6.00            45.11           
637     0.50            1.71            3.50            45.76           
638     0.00            2.37            5.50            45.63           
639     0.00            1.51            2.50            45.71           
640     1.00            3.91            6.00            44.44           
641     0.50            2.52            5.00            45.48           
642     1.00            2.88            4.50            45.02           
643     0.50            2.43            4.50            45.56           
644     0.00            1.68            3.50            45.97           
645     1.00            3.30            5.00            44.89           
646     1.50            3.42            5.50            44.68           
647     0.00            2.37            4.00            45.60           
648     1.50            2.86            4.50            44.90           
649     0.00            2.57            5.00            45.81           
650     0.00            2.23            4.00            45.76           
651     1.50            4.14            6.00            44.89           
652     1.00            2.36            4.00            45.22           
653     1.00            3.31            6.00            46.06           
654     0.50            2.40            5.00            45.86           
655     0.50            2.07            5.00            45.54           
656     0.50            3.13            5.50            44.58           
657     1.50            3.04            5.00            44.73           
658     0.50            1.83            3.50            45.32           
659     1.00            2.52            4.00            45.54           
660     0.50            2.57            4.00            45.22           
661     2.00            3.86            5.50            44.30           
662     2.50            4.25            6.00            43.94           
663     0.50            2.12            3.50            45.34           
664     1.00            3.53            5.50            44.69           
665     0.50            2.22            4.50            45.42           
666     0.50            2.75            5.00            45.83           
667     2.00            3.21            4.50            46.04           
668     0.00            1.43            3.00            46.02           
669     2.00            3.90            5.50            44.64           
670     2.50            4.22            6.50            44.24           
671     1.00            2.81            4.50            45.16           
672     1.50            3.10            5.00            45.29           
673     0.50            2.18            4.00            46.03           
674     1.50            3.28            5.00            45.07           
675     0.50            2.04            3.50            45.69           
676     0.50            2.23            4.50            46.03           
677     1.50            3.40            5.00            44.44           
678     1.00            2.64            4.50            44.87           
679     0.50            2.83            4.50            45.38           
680     0.50            2.86            5.00            45.28           
681     1.00            3.57            5.50            44.62           
682     0.50            3.76            6.00            44.78           
683     0.50            2.13            3.50            45.58           
684     1.00            2.75            4.50            45.34           
685     0.50            1.42            3.50            45.36           
686     1.00            3.82            5.50            44.22           
687     0.50            3.04            5.00            44.81           
688     0.50            2.48            4.50            44.87           
689     1.00            3.18            5.00            44.92           
690     0.00            3.26            4.50            44.57           
691     1.50            3.03            5.50            44.63           
692     0.50            2.12            4.00            45.24           
693     1.50            3.67            5.50            44.86           
694     1.50            3.34            5.00            45.03           
695     0.50            2.69            4.00            45.07           
696     1.50            3.19            4.50            44.59           
697     1.00            3.07            4.50            44.86           
698     0.50            2.59            5.00            45.13           
699     0.50            2.70            4.50            44.78           
700     0.50            3.33            5.00            44.78           
701     1.00            3.03            5.00            45.47           
702     0.50            2.21            4.00            45.32           
703     1.50            3.62            6.50            44.99           
704     1.00            3.01            5.00            45.11           
705     0.50            2.55            5.00            45.21           
706     1.50            3.69            6.00            44.56           
707     1.50            3.42            5.50            44.56           
708     0.50            1.90            3.50            45.41           
709     1.00            2.09            3.50            45.17           
710     1.00            2.73            5.50            45.19           
711     0.50            2.19            4.50            45.80           
712     1.00            3.34            5.50            44.74           
713     0.00            1.95            3.50            45.52           
714     1.00            2.95            5.00            45.35           
715     1.00            2.85            5.50            45.29           
716     1.00            2.87            4.50            44.92           
717     1.00            2.54            4.50            45.02           
718     1.00            3.31            4.50            44.54           
719     1.00            3.59            5.50            44.42           
720     0.50            2.51            5.00            45.58           
721     2.00            3.56            5.00            44.60           
722     1.50            2.85            5.00            45.16           
723     0.50            2.48            4.50            45.60           
724     1.50            3.01            4.50            45.04           
725     0.50            2.21            3.50            45.38           
726     1.00            3.80            6.50            45.09           
727     1.00            3.66            5.50            44.72           
728     1.00            2.69            4.00            44.95           
729     0.00            2.77            4.50            45.44           
730     2.00            4.12            6.00            44.47           
731     1.00            2.61            4.00            45.67           
732     1.00            2.22            4.00            45.70           
733     1.50            3.48            5.50            44.97           
734     2.50            3.58            5.00            44.57           
735     1.00            2.20            3.50            45.24           
736     2.50            4.27            6.00            44.69           
737     0.00            1.77            3.00            45.64           
738     1.50            3.58            6.00            44.67           
739     1.50            3.98            6.00            44.21           
740     0.50            2.41            4.00            45.00           
741     0.50            2.40            4.00            45.50           
742     0.50            2.47            4.50            45.14           
743     2.00            3.89            5.50            44.16           
744     2.00            4.20            6.50            44.10           
745     0.50            2.82            4.00            45.13           
746     1.50            3.10            5.00            44.54           
747     0.50            2.60            4.50            45.04           
748     1.00            3.04            4.50            44.75           
749     1.50            3.43            5.50            44.64           
750     1.00            3.25            6.00            44.99           
751     1.00            3.33            6.00            44.75           
752     1.50            3.36            5.50            44.56           
753     1.00            2.47            4.00            45.08           
754     1.00            2.87            5.00            44.95           
755     0.00            2.78            4.00            45.08           
756     1.00            2.62            4.50            45.03           
757     1.50            3.70            5.00            44.21           
758     0.00            2.72            5.50            45.41           
759     0.50            2.11            3.50            45.35           
760     1.50            3.28            5.50            44.88           
761     1.50            3.15            4.50            44.74           
762     1.00            2.42            4.00            45.10           
763     1.00            2.31            4.00            45.02           
764     1.50            2.44            4.00            44.87           
765     1.00            3.47            6.00            44.87           
766     1.00            2.81            4.00            44.84           
767     2.00            3.70            5.50            44.19           
768     2.00            3.41            5.00            44.48           
769     2.50            3.60            5.00            43.90           
770     0.50            3.63            6.00            44.72           
771     0.50            2.71            4.50            44.84           
772     1.50            3.11            4.50            44.44           
773     1.00            3.62            5.50            44.46           
774     1.50            3.63            5.50            44.24           
775     1.50            3.29            5.00            44.61           
776     1.50            3.08            5.00            44.64           
777     2.00            3.52            5.50            44.55           
778     1.00            2.87            5.00            44.99           
779     1.00            3.28            5.00            44.71           
780     2.50            3.46            4.50            43.86           
781     0.50            2.14            3.50            45.41           
782     0.50            2.56            5.00            45.09           
783     1.50            3.27            5.50            44.76           
784     1.00            3.12            5.00            44.60           
785     0.50            2.33            4.50            45.20           
786     0.50            2.44            4.00            45.27           
787     1.50            2.80            4.50            44.84           
788     1.50            3.72            5.50            44.36           
789     2.00            3.55            5.00            44.30           
790     0.50            1.87            3.50            45.08           
791     0.50            3.19            5.00            44.90           
792     1.00            2.87            4.50            44.85           
793     1.00            2.54            4.00            44.66           
794     0.50            2.46            4.50            44.81           
795     1.50            3.15            5.50            44.43           
796     0.50            2.92            5.00            44.72           
797     1.00            3.07            5.00            45.06           
798     1.00            2.80            4.50            44.70           
799     0.50            1.63            2.50            45.19           
800     1.50            2.66            4.00            44.72           
801     0.50            2.55            4.00            45.01           
802     1.00            3.31            5.00            44.81           
803     0.50            1.79            3.50            45.45           
804     1.00            2.29            3.50            44.66           
805     0.50            2.34            4.00            45.11           
806     1.50            3.17            4.50            44.57           
807     1.00            2.79            4.50            44.68           
808     0.50            2.16            4.00            44.98           
809     1.50            3.31            5.50            44.46           
810     2.00            4.15            5.50            43.59           
811     1.00            2.71            4.50            44.74           
812     1.50            3.69            6.00            44.44           
813     1.00            3.50            5.00            44.69           
814     1.50            3.43            5.00            44.43           
815     0.50            3.08            4.50            44.59           
816     1.00            4.46            6.50            43.91           
817     0.50            2.37            4.00            45.20           
818     0.50            2.28            4.00            45.33           
819     1.00            2.15            4.00            45.33           
820     1.50            2.92            4.50            45.01           
821     1.00            3.64            6.50            45.08           
822     1.00            3.26            5.50            45.19           
823     2.00            3.43            5.00            44.47           
824     1.50            3.47            5.00            44.90           
825     0.50            3.43            5.50            44.66           
826     0.50            2.02            4.00            45.53           
827     0.00            1.80            3.00            45.57           
828     1.50            3.10            5.50            45.07           
829     1.00            3.24            5.00            45.02           
830     1.00            2.90            4.00            44.57           
831     1.50            3.07            5.50            45.17           
832     1.00            3.78            5.50            44.18           
833     1.00            3.34            5.00            44.41           
834     1.50            4.02            6.00            44.58           
835     1.00            3.44            5.50            44.54           
836     1.50            3.46            5.00            44.07           
837     1.00            3.38            5.00            44.74           
838     0.50            2.18            3.50            45.11           
839     2.00            4.09            6.00            44.33           
840     2.00            3.56            5.50            44.85           
841     1.50            4.09            6.00            44.62           
842     1.50            3.33            5.50            44.81           
843     0.50            3.13            5.00            45.33           
844     2.00            4.31            6.50            44.27           
845     1.50            3.00            5.00            44.38           
846     1.00            2.64            4.00            44.82           
847     1.00            3.92            6.00            44.94           
848     2.00            3.02            4.00            45.15           
849     1.50            3.12            5.00            44.98           
850     3.00            4.51            6.00            44.08           
851     1.50            2.49            4.00            45.54           
852     1.50            4.10            6.00            44.66           
853     1.00            3.43            5.50            44.93           
854     1.00            2.89            5.00            45.24           
855     1.00            3.10            5.50            44.75           
856     1.50            3.56            6.00            45.08           
857     0.00            3.08            5.00            44.99           
858     1.50            2.69            4.00            44.82           
859     1.50            3.17            5.00            44.76           
860     1.00            2.75            4.00            45.19           
861     0.50            2.28            4.00            45.29           
862     1.00            2.65            4.00            44.87           
863     1.00            3.15            5.50            44.55           
864     1.00            2.44            5.00            45.20           
865     1.00            3.38            5.00            44.84           
866     2.00            3.52            5.50            44.60           
867     1.00            2.37            4.00            44.94           
868     2.00            3.67            5.50            44.27           
869     2.00            3.71            5.50            44.11           
870     0.50            3.48            5.50            44.81           
871     0.50            3.11            5.00            44.58           
872     2.00            3.87            5.50            44.22           
873     3.00            4.68            6.00            43.72           
874     1.00            2.99            4.50            44.72           
875     1.00            2.90            5.00            45.01           
876     0.50            1.87            4.00            45.47           
877     1.00            3.39            5.50            44.83           
878     0.50            3.28            5.00            45.04           
879     1.00            3.16            5.00            44.95           
880     1.50            3.41            5.50            44.90           
881     2.00            3.97            6.00            44.23           
882     1.00            3.62            6.50            44.78           
883     1.00            3.09            5.50            44.99           
884     0.50            1.91            3.50            45.45           
885     2.00            3.58            5.50            44.57           
886     0.50            2.19            4.00            45.52           
887     0.00            3.03            5.00            44.91           
888     1.00            2.79            5.50            44.97           
889     0.00            2.09            4.50            45.64           
890     1.00            2.24            4.00            45.10           
891     0.50            2.45            4.00            45.23           
892     0.50            3.60            5.50            44.78           
893     1.00            2.64            4.50            45.12           
894     0.50            2.85            4.50            44.74           
895     1.00            3.27            5.00            44.77           
896     2.50            4.17            6.00            43.93           
897     0.50            2.71            4.50            44.90           
898     1.00            2.82            4.50            45.05           
899     1.50            3.14            5.00            44.34           
900     1.50            2.83            5.00            44.61           
901     1.00            2.46            4.00            44.96           
902     1.00            3.39            5.50            44.32           
903     1.00            2.19            4.00            45.76           
904     1.50            3.87            5.50            44.46           
905     2.00            3.75            6.00            44.62           
906     1.50            4.17            6.00            44.12           
907     2.00            3.20            5.00            44.84           
908     2.50            4.12            6.00            43.97           
909     0.50            2.20            4.00            45.35           
910     2.00            4.00            5.50            44.03           
911     1.00            2.90            4.50            44.80           
912     1.00            2.29            3.50            45.21           
913     2.50            4.20            6.00            43.91           
914     1.50            3.48            5.50            44.60           
915     1.00            3.31            5.50            44.66           
916     1.50            3.18            5.00            45.01           
917     1.00            3.40            5.00            44.44           
918     1.50            3.72            5.50            44.81           
919     2.00            3.59            5.00            44.24           
920     1.50            3.31            5.50            44.83           
921     1.50            3.69            5.00            44.40           
922     1.00            2.30            4.00            45.31           
923     1.50            3.77            6.00            44.75           
924     1.00            3.20            5.50            45.29           
925     2.00            3.58            5.50            44.41           
926     1.50            4.02            6.00            44.31           
927     0.50            1.91            3.00            45.33           
928     1.50            3.66            6.50            44.74           
929     2.50            4.23            5.50            44.07           
930     0.50            1.65            3.00            45.57           
931     0.50            3.17            5.00            45.20           
932     1.00            3.25            5.50            45.02           
933     1.50            3.20            4.50            44.70           
934     1.00            2.50            4.00            45.36           
935     1.00            4.29            7.00            44.41           
936     0.50            3.51            5.50            44.73           
937     1.50            3.82            7.00            44.77           
938     1.00            2.57            4.50            45.19           
939     2.00            3.50            5.00            44.77           
940     1.50            3.62            5.50            44.73           
941     2.50            4.66            6.50            44.39           
942     0.50            2.71            4.00            45.90           
943     0.50            4.00            6.50            44.73           
944     1.50            3.62            5.50            44.91           
945     1.50            2.84            4.50            45.28           
946     2.50            4.21            6.00            44.62           
947     1.00            3.86            5.50            44.43           
948     1.00            2.18            3.50            45.18           
949     1.50            3.18            4.50            44.46           
950     1.50            3.25            5.00            44.71           
951     1.00            3.91            6.00            44.40           
952     1.50            3.34            5.00            44.33           
953     0.50            2.30            4.50            45.12           
954     1.50            2.77            5.00            44.49           
955     1.00            2.54            4.00            45.27           
956     2.50            4.54            6.50            44.30           
957     2.50            3.78            5.50            44.37           
958     0.00            1.76            3.50            45.73           
959     2.00            3.17            4.50            44.36           
960     1.50            3.32            5.00            44.88           
961     1.00            2.96            4.50            45.09           
962     1.00            3.26            5.50            44.89           
963     1.00            3.32            4.50            44.52           
964     0.00            2.33            3.50            45.52           
965     0.50            1.96            4.00            45.52           
966     2.00            4.58            6.50            44.02           
967     1.50            3.46            5.50            44.78           
968     1.00            2.83            4.50            45.34           
969     0.50            3.65            5.00            44.82           
970     1.50            3.29            5.00            44.95           
971     1.00            2.64            4.50            44.98           
972     2.00            3.82            5.50            44.31           
973     0.00            1.97            3.50            45.85           
974     2.00            3.63            5.00            44.27           
975     1.50            3.39            5.50            44.92           
976     2.00            3.42            5.00            44.64           
977     0.50            1.71            3.00            45.60           
978     1.50            2.96            5.00            44.86           
979     1.00            2.71            5.00            45.22           
980     0.00            2.17            4.00            45.57           
981     0.00            1.60            3.00            45.64           
982     2.50            3.90            6.00            44.39           
983     1.50            3.18            5.00            44.99           
984     0.50            1.97            3.50            45.41           
985     2.00            3.83            6.50            44.63           
986     1.00            2.58            4.00            45.20           
987     0.50            2.12            4.00            45.49           
988     2.00            4.27            5.50            43.95           
989     1.00            2.65            4.50            45.35           
990     1.50            3.36            5.00            44.78           
991     1.50            3.12            5.00            44.89           
992     2.50            4.28            6.00            44.15           
993     1.00            3.56            5.50            44.59           
994     2.50            4.21            6.50            44.31           
995     2.00            3.72            5.50            44.31           
996     0.50            3.32            5.50            44.78           
997     1.50            3.07            4.50            44.67           
998     0.50            2.58            4.00            45.34           
999     2.00            4.48            6.00            44.29           
1000    1.00            3.08            5.50            44.97           
1001    0.00            1.89            3.50            45.32           
1002    1.00            3.00            5.50            44.90           
1003    1.50            2.87            5.00            44.81           
1004    0.00            1.58            2.50            45.36           
1005    2.00            3.80            5.00            44.24           
1006    2.00            4.00            6.00            43.94           
1007    1.50            3.79            6.00            44.38           
1008    1.00            3.47            5.50            44.50           
1009    1.00            2.72            5.00            45.02           
1010    1.50            3.50            5.50            44.81           
1011    0.50            1.60            2.50            45.43           
1012    0.50            2.43            4.00            45.01           
1013    0.50            3.35            5.00            44.59           
1014    1.00            3.31            5.50            44.72           
1015    1.50            3.57            5.00            44.44           
1016    1.00            3.16            5.00            44.82           
1017    1.00            3.23            5.50            44.60           
1018    1.50            3.29            5.50            45.26           
1019    1.50            3.55            5.50            44.71           
1020    0.50            1.76            3.50            45.53           
1021    0.50            2.22            4.00            45.33           
1022    1.50            3.73            5.50            44.52           
1023    0.50            2.81            5.50            45.16           
1024    0.50            2.89            5.50            45.08           
1025    2.50            4.27            6.00            44.05           
1026    1.50            3.18            5.00            44.81           
1027    1.50            3.17            4.50            44.91           
1028    1.00            2.34            4.00            45.07           
1029    1.50            3.34            5.00            44.99           
1030    1.00            2.32            3.50            45.52           
1031    1.00            2.91            4.50            45.01           
1032    1.50            4.14            6.50            44.63           
1033    1.50            3.04            5.00            44.87           
1034    1.50            4.02            6.00            44.57           
1035    2.00            3.82            5.50            44.30           
1036    2.00            3.91            5.50            44.70           
1037    2.00            4.33            6.00            44.79           
1038    1.00            2.86            4.00            45.02           
1039    1.50            3.57            6.00            44.92           
1040    2.00            3.72            5.50            44.77           
1041    1.50            3.28            5.00            44.67           
1042    1.00            3.61            5.50            44.99           
1043    1.00            3.20            6.00            45.21           
1044    1.50            3.11            5.00            44.73           
1045    1.50            3.47            5.00            44.20           
1046    1.00            2.61            4.00            45.32           
1047    2.50            4.26            6.50            44.17           
1048    1.50            3.20            5.00            44.89           
1049    2.00            3.71            6.00            44.82           
1050    2.00            3.47            5.50            44.71           
1051    1.00            3.29            5.50            45.40           
1052    1.50            2.68            4.00            44.88           
1053    2.00            3.39            5.50            45.99           
1054    1.00            3.37            6.00            45.34           
1055    2.00            3.82            5.50            44.39           
1056    1.50            4.48            7.00            44.06           
1057    1.00            3.57            5.50            44.63           
1058    1.00            1.88            3.50            45.39           
1059    1.50            3.25            4.50            44.35           
1060    1.50            3.08            5.00            45.06           
1061    2.00            3.86            6.00            44.66           
1062    0.50            3.54            5.50            45.13           
1063    2.50            4.58            6.00            43.79           
1064    1.00            2.90            5.00            44.75           
1065    0.50            2.13            4.00            45.40           
1066    0.50            4.00            6.00            44.55           
1067    0.50            2.14            4.50            45.49           
1068    2.50            3.93            5.50            44.45           
1069    1.50            3.17            6.00            44.96           
1070    1.00            2.26            3.50            45.68           
1071    0.50            1.79            3.00            46.51           
1072    2.00            3.84            6.00            45.01           
1073    1.50            3.44            5.00            45.25           
1074    1.50            2.80            4.50            45.53           
1075    1.00            3.65            5.50            45.02           
1076    0.50            2.47            4.00            45.75           
1077    1.00            3.22            5.00            45.05           
1078    0.50            1.58            3.50            45.60           
1079    2.00            3.88            5.50            44.20           
1080    0.00            3.30            6.50            44.91           
1081    2.00            4.03            6.00            44.11           
1082    0.50            3.38            5.00            45.40           
1083    0.50            2.55            4.50            45.59           
1084    1.00            2.63            5.00            45.34           
1085    1.00            3.58            6.00            45.02           
1086    1.50            3.92            6.00            44.71           
1087    0.50            2.62            5.00            45.25           
1088    1.50            3.87            6.00            44.65           
1089    1.00            3.70            6.00            44.97           
1090    1.00            2.40            4.00            44.96           
1091    0.50            3.42            5.00            45.25           
1092    2.00            3.61            5.50            44.96           
1093    0.50            1.99            4.00            45.93           
1094    1.50            3.20            5.00            44.67           
1095    2.50            4.45            6.00            44.11           
1096    1.50            3.48            5.00            45.00           
1097    1.00            3.38            5.00            45.13           
1098    0.50            2.43            5.00            45.63           
1099    0.50            1.78            3.50            45.80           
1100    0.00            2.99            4.50            45.08           
1101    1.00            2.73            5.00            45.33           
1102    1.00            3.30            6.00            44.93           
1103    1.50            2.95            4.00            44.66           
1104    1.50            3.23            5.50            44.91           
1105    0.50            2.45            4.50            45.22           
1106    2.50            4.38            6.00            44.16           
1107    0.00            2.29            4.00            45.50           
1108    1.50            3.04            5.00            44.93           
1109    2.00            3.61            5.00            44.74           
1110    1.50            3.75            6.00            44.76           
1111    2.00            3.76            5.50            44.70           
1112    0.50            2.42            4.00            45.13           
1113    1.50            2.93            5.00            44.84           
1114    2.00            4.21            6.00            43.93           
1115    1.50            2.83            4.50            44.78           
1116    1.00            2.94            5.00            45.19           
1117    1.50            3.58            5.50            44.48           
1118    1.00            2.45            4.00            45.23           
1119    1.50            2.75            4.00            44.53           
1120    1.50            3.51            5.50            44.56           
1121    1.00            3.19            4.50            45.32           
1122    2.50            4.29            6.00            44.77           
1123    1.50            3.21            4.50            44.76           
1124    1.50            3.85            6.00            44.70           
1125    0.50            2.26            4.00            45.31           
1126    0.50            3.85            6.50            44.48           
1127    1.00            3.19            5.00            44.80           
1128    1.50            3.35            5.00            44.88           
1129    3.00            4.95            6.00            43.47           
1130    1.00            3.92            6.00            44.39           
1131    2.00            3.70            5.50            44.54           
1132    0.50            2.21            3.50            45.25           
1133    2.50            4.14            5.50            44.30           
1134    0.50            2.51            4.50            45.43           
1135    2.00            3.97            6.00            44.26           
1136    1.50            3.11            5.50            44.75           
1137    1.50            3.29            4.50            44.52           
1138    2.00            4.33            7.00            43.93           
1139    1.00            2.83            4.50            44.97           
1140    1.00            2.40            4.00            44.96           
1141    1.50            3.57            5.50            44.49           
1142    2.00            4.18            6.00            44.04           
1143    0.50            2.49            4.00            44.71           
1144    0.50            2.39            4.00            45.10           
1145    0.50            3.25            5.00            44.62           
1146    1.50            3.20            5.00            44.64           
1147    1.00            2.96            5.00            45.09           
1148    2.50            4.38            6.00            43.73           
1149    1.00            2.64            4.50            45.10           
1150    2.00            3.59            5.00            44.42           
1151    1.50            3.34            6.50            44.82           
1152    1.00            2.47            4.50            45.07           
1153    1.00            3.80            6.50            44.68           
1154    1.50            3.59            5.00            44.43           
1155    1.00            2.42            4.00            44.98           
1156    1.00            3.05            5.00            44.80           
1157    2.00            4.04            6.00            44.51           
1158    1.00            2.61            5.00            45.05           
1159    1.00            2.85            4.00            44.67           
1160    0.50            3.70            6.00            44.77           
1161    1.50            3.35            5.50            44.49           
1162    0.50            3.07            5.00            44.96           
1163    0.50            2.44            4.00            45.54           
1164    2.00            3.83            5.50            44.59           
1165    1.00            4.08            6.50            44.79           
1166    2.00            3.44            5.50            44.64           
1167    2.00            3.38            5.00            44.74           
1168    1.50            3.51            5.50            44.81           
1169    1.00            3.21            5.00            44.91           
1170    2.00            3.49            6.00            44.65           
1171    1.50            3.34            5.00            44.62           
1172    1.00            2.32            3.50            45.50           
1173    0.50            1.62            3.00            45.85           
1174    2.00            4.15            6.00            44.80           
1175    1.50            2.74            4.50            45.22           
1176    1.00            2.71            4.50            45.18           
1177    1.50            4.05            6.50            44.66           
1178    1.00            2.77            4.50            45.72           
1179    2.50            3.33            5.00            45.09           
1180    1.00            2.86            4.50            45.50           
1181    1.00            2.46            4.00            45.41           
1182    2.50            4.39            6.00            44.27           
1183    1.50            3.94            5.50            44.53           
1184    0.50            1.88            3.00            45.23           
1185    2.00            3.68            5.00            44.20           
1186    1.00            3.70            5.50            44.77           
1187    1.00            3.29            5.00            44.53           
1188    1.00            2.14            3.50            45.25           
1189    0.50            2.70            4.50            45.41           
1190    1.00            2.32            3.50            45.17           
1191    1.50            3.06            5.00            44.75           
1192    1.00            2.06            3.50            45.49           
1193    2.00            3.47            5.50            44.35           
1194    1.50            3.83            6.00            44.35           
1195    2.50            4.34            6.00            44.16           
1196    1.50            3.18            5.00            44.90           
1197    0.50            3.61            6.00            45.64           
1198    1.00            2.47            4.50            46.08           
1199    1.50            2.79            4.50            45.73           
1200    2.50            4.37            6.00            45.17           
1201    1.00            2.51            4.00            46.04           
1202    2.00            3.24            5.00            44.91           
1203    1.00            2.40            5.00            45.46           
1204    1.00            3.46            5.00            45.00           
1205    2.00            4.22            5.50            44.58           
1206    1.50            3.79            5.50            44.71           
1207    1.50            3.60            5.50            44.31           
1208    1.50            2.73            4.00            44.94           
1209    2.50            4.16            6.00            44.11           
1210    1.00            2.14            4.00            45.28           
1211    1.50            3.34            5.00            44.53           
1212    0.00            3.60            5.50            44.71           
1213    2.00            3.62            5.00            44.73           
1214    2.00            4.75            7.00            44.23           
1215    1.50            3.96            5.50            44.10           
1216    1.50            3.48            5.00            44.33           
1217    2.00            4.08            5.50            43.93           
1218    3.00            4.30            6.00            44.22           
1219    2.50            4.07            5.50            44.30           
1220    2.00            3.92            6.00            44.56           
1221    1.50            3.54            5.50            44.59           
1222    2.50            4.33            6.00            44.41           
1223    2.00            3.60            5.00            44.42           
1224    2.00            4.37            7.00            43.84           
1225    3.00            4.79            7.00            43.45           
1226    1.50            3.55            5.50            44.63           
1227    2.00            4.27            6.00            44.13           
1228    2.00            3.92            5.00            44.38           
1229    2.00            4.08            5.50            43.81           
1230    2.00            4.20            6.00            44.45           
1231    1.00            2.43            4.00            45.14           
1232    2.00            3.62            5.50            44.45           
1233    2.00            4.08            5.50            44.21           
1234    2.00            3.81            5.00            44.28           
1235    2.00            3.60            5.00            44.37           
1236    1.00            3.81            6.00            44.99           
1237    1.50            3.65            5.00            44.27           
1238    1.00            3.11            5.00            44.95           
1239    1.50            4.16            7.00            44.49           
1240    2.00            3.54            5.00            44.33           
