environment: procgen:procgen-heist-v0
number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 100000
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 200
	v_mask: random
	v_mask_density: 0.005
	w_mask: random
	w_mask_density: 0.2
	t_mask: random
	t_mask_density: 0.1
	clipping_range_min: -1.0
	clipping_range_max: 1.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 20684
Free Parameters: {'V': 12367, 'W': 8012, 'T': 305}
Inputs: 12288
Outputs: 15

--------------------------------------------------------------------------------
gen     min             mean            max             elapsed time (s)
618     1.50            2.85            6.00            45.39           
619     1.50            3.41            6.00            44.83           
620     2.50            4.20            6.00            43.95           
621     0.50            3.54            6.00            44.89           
622     1.00            2.74            4.50            45.47           
623     0.50            1.75            3.50            46.22           
624     3.00            4.37            6.00            45.43           
625     0.50            3.03            5.50            45.38           
626     0.00            1.81            3.50            46.65           
627     0.50            2.09            3.50            45.99           
628     1.50            3.28            5.00            44.86           
629     1.50            3.41            5.50            44.69           
630     1.00            3.02            4.50            44.82           
631     3.50            5.35            7.50            43.12           
632     1.00            2.89            5.00            44.99           
633     1.50            3.69            5.50            44.62           
634     1.00            3.24            6.00            44.87           
635     0.00            2.35            3.50            45.12           
636     0.50            1.65            2.50            45.30           
637     2.50            4.76            7.00            43.77           
638     0.50            2.65            4.50            45.25           
639     1.50            3.50            5.50            44.90           
640     0.50            2.67            4.50            45.70           
641     0.50            1.88            3.50            45.45           
642     0.50            2.03            3.50            45.24           
643     1.50            3.80            5.50            45.01           
644     0.50            2.59            4.50            45.65           
645     1.00            2.76            4.50            45.25           
646     2.00            4.06            5.50            44.03           
647     1.50            3.50            5.50            44.60           
648     0.00            1.83            4.00            45.93           
649     1.00            3.12            5.50            45.04           
650     1.00            2.73            4.00            45.34           
651     1.00            2.55            4.00            46.06           
652     1.00            3.18            5.50            45.06           
653     1.00            2.40            4.00            45.50           
654     1.50            2.93            4.50            45.04           
655     2.00            3.21            5.00            45.11           
656     1.00            3.34            5.00            44.83           
657     1.00            2.65            4.50            45.22           
658     0.00            2.04            4.00            45.62           
659     0.50            1.99            4.00            45.58           
660     0.50            2.71            5.00            45.73           
661     0.50            1.71            3.00            46.09           
662     0.00            2.33            5.00            45.65           
663     1.50            3.79            5.50            45.37           
664     0.00            2.27            4.00            46.07           
665     1.50            4.05            6.00            44.73           
666     1.50            3.58            5.00            44.67           
667     1.50            2.83            4.50            45.82           
668     1.00            3.12            4.50            45.83           
669     2.00            3.49            5.50            45.23           
670     1.00            3.48            6.00            45.65           
671     1.00            2.92            4.50            45.56           
672     1.00            2.51            4.50            45.21           
673     2.50            4.99            7.00            44.09           
674     0.50            2.43            4.00            46.05           
675     1.50            3.18            5.00            46.33           
676     1.00            3.61            5.50            45.24           
677     1.50            3.29            5.00            45.04           
678     0.50            3.42            5.50            44.59           
679     1.00            2.80            4.00            44.99           
680     2.00            4.25            6.00            44.31           
681     0.50            2.30            4.00            45.25           
682     1.00            2.39            4.00            45.29           
683     1.00            3.22            5.00            45.11           
684     2.00            4.93            7.50            44.03           
685     1.00            2.85            4.50            45.16           
686     1.00            2.67            4.50            45.10           
687     2.00            3.21            5.00            44.84           
688     1.00            2.88            4.50            45.11           
689     1.00            2.88            5.00            45.67           
690     1.00            2.41            4.00            45.68           
691     1.00            1.62            3.00            46.51           
692     1.00            2.78            5.00            45.80           
693     1.00            3.66            6.00            45.43           
694     0.00            2.67            5.00            45.51           
695     1.50            3.66            6.00            44.65           
696     0.00            1.34            2.50            46.15           
697     0.50            3.74            6.00            44.54           
698     2.00            4.71            7.00            43.61           
699     1.00            2.11            3.50            45.35           
700     1.00            2.88            4.50            45.09           
701     0.50            2.82            5.00            45.72           
702     1.50            3.51            5.00            44.86           
703     0.50            3.47            5.00            45.16           
704     1.00            3.84            5.50            44.84           
705     1.50            3.89            6.00            44.78           
706     1.50            3.83            5.50            44.77           
707     1.00            3.40            5.00            45.04           
708     1.50            3.17            5.00            45.17           
709     0.50            2.86            5.00            45.36           
710     1.00            2.46            4.00            45.49           
711     1.00            3.17            5.00            45.16           
712     1.50            3.71            5.50            45.20           
713     1.50            3.72            5.50            44.59           
714     1.50            3.79            5.50            44.62           
715     1.50            2.60            4.00            45.29           
716     2.00            4.56            6.00            44.30           
717     1.00            3.18            4.50            45.04           
718     1.50            3.12            5.00            45.33           
719     1.50            3.07            5.00            45.34           
720     0.50            1.87            4.00            45.68           
721     0.00            2.09            4.00            45.51           
722     1.50            3.54            5.00            44.39           
723     1.00            4.28            6.00            44.15           
724     1.50            3.70            6.00            44.72           
725     1.00            2.73            5.00            45.16           
726     1.00            2.42            4.00            45.66           
727     1.00            2.97            4.50            46.08           
728     2.00            3.96            6.00            44.65           
729     1.00            2.42            4.00            45.69           
730     1.50            3.20            4.50            44.82           
731     2.00            4.65            6.50            44.01           
732     0.50            2.55            4.50            45.51           
733     1.00            4.04            5.50            44.18           
734     2.00            3.86            6.00            44.55           
735     1.50            4.09            6.00            44.12           
736     2.00            4.03            6.00            44.52           
737     1.00            3.11            5.00            45.04           
738     1.50            2.88            4.50            45.03           
739     1.00            2.94            5.00            45.27           
740     1.00            3.26            5.00            47.66           
741     0.50            2.44            4.00            45.69           
742     1.00            3.33            5.00            44.94           
743     1.00            3.72            5.50            45.63           
744     0.50            1.62            2.50            45.92           
745     1.00            3.50            5.00            45.48           
746     0.50            2.12            3.50            46.14           
747     1.00            2.90            4.50            45.10           
748     1.00            4.42            6.50            44.06           
749     0.50            2.41            4.00            45.27           
750     0.50            2.33            5.50            45.35           
751     1.00            3.27            5.00            44.79           
752     2.00            3.59            5.50            44.53           
753     0.00            1.87            4.00            45.45           
754     1.00            2.39            4.00            45.10           
755     2.50            4.54            7.00            44.07           
756     1.50            4.17            6.50            43.91           
757     0.50            2.69            4.50            45.32           
758     1.00            3.09            4.50            44.94           
759     1.00            2.83            4.50            45.23           
760     1.00            3.40            5.50            44.78           
761     1.50            3.80            6.00            44.27           
762     0.00            1.18            3.00            46.07           
763     3.00            4.24            5.50            43.81           
764     1.50            3.08            5.00            44.85           
765     2.50            3.81            5.50            44.62           
766     1.50            3.51            5.00            44.83           
767     2.00            3.49            6.50            44.76           
768     1.00            2.97            4.50            45.21           
769     1.50            3.32            5.00            45.02           
770     1.00            3.13            5.50            45.20           
771     1.00            2.89            5.50            44.97           
772     0.50            1.97            3.50            45.78           
773     1.00            4.14            7.00            44.40           
774     2.00            4.69            6.50            43.93           
775     1.50            3.46            5.00            44.84           
776     1.50            3.10            4.50            44.92           
777     1.00            3.25            5.50            44.83           
778     1.00            2.95            4.50            45.03           
779     1.00            3.21            5.00            45.07           
780     1.00            3.10            5.00            45.08           
781     1.50            2.49            4.00            45.04           
782     1.00            3.69            5.00            44.80           
783     2.00            3.96            6.50            44.77           
784     2.00            3.02            4.50            45.22           
785     1.50            2.90            4.00            45.29           
786     2.00            4.21            6.00            44.31           
787     2.50            4.75            7.50            44.66           
788     1.50            2.77            4.50            45.23           
789     1.00            2.57            4.00            45.05           
790     3.00            5.33            6.50            43.08           
791     2.50            3.76            5.00            44.20           
792     2.50            3.64            5.00            44.10           
793     1.00            2.61            5.00            44.97           
794     1.00            2.64            4.50            44.88           
795     1.00            2.68            4.50            45.17           
796     1.00            2.67            4.50            45.12           
797     1.50            3.57            5.50            44.54           
798     1.00            3.30            5.00            44.60           
799     1.00            2.96            6.00            45.39           
800     1.50            3.15            4.50            44.89           
801     0.50            1.87            3.50            45.59           
802     1.50            3.42            5.00            44.98           
803     1.00            2.25            3.50            45.41           
804     1.00            2.68            5.00            45.14           
805     2.00            3.98            6.00            44.47           
806     2.00            3.49            5.50            44.47           
807     0.50            2.78            4.50            45.15           
808     1.00            2.66            4.50            45.52           
809     0.50            3.44            6.00            44.91           
810     1.50            3.11            5.00            45.16           
811     0.50            1.67            3.00            45.99           
812     1.50            3.18            5.00            45.38           
813     2.00            4.06            6.00            44.49           
814     1.50            3.31            5.50            45.00           
815     1.00            3.32            5.00            45.36           
816     1.00            2.75            4.50            45.24           
817     1.50            2.76            4.00            45.05           
818     2.50            4.43            6.50            44.69           
819     2.00            4.08            6.50            44.83           
820     1.00            2.73            4.00            45.59           
821     1.00            2.68            4.00            45.25           
822     0.50            3.92            6.00            45.34           
823     1.00            2.48            3.50            45.37           
824     0.50            1.85            3.50            45.99           
825     1.00            2.78            5.00            45.48           
826     2.50            4.56            6.00            44.31           
827     1.50            3.52            5.50            45.00           
828     1.50            3.29            4.50            45.41           
829     0.50            2.26            4.50            45.84           
830     3.00            4.49            7.00            44.33           
831     0.50            1.80            3.50            45.91           
832     1.00            3.34            5.50            44.81           
833     1.00            2.86            5.00            45.22           
834     1.00            2.69            5.00            44.87           
835     1.50            3.96            5.50            44.25           
836     0.50            2.58            4.50            45.11           
837     2.00            3.97            5.00            44.16           
838     0.50            1.95            4.00            45.84           
839     2.00            3.75            5.50            44.26           
840     1.50            3.22            5.00            44.66           
841     1.00            3.18            4.50            44.97           
842     0.50            1.58            3.00            45.80           
843     0.50            3.09            5.50            45.20           
844     0.50            2.31            4.00            45.78           
845     1.00            2.03            3.50            45.50           
846     1.00            3.18            5.50            45.14           
847     1.50            3.43            5.50            44.82           
848     1.00            2.84            4.00            45.95           
849     1.50            3.46            5.00            45.40           
850     0.50            2.96            5.50            45.87           
851     0.50            2.14            4.00            46.47           
852     1.00            3.92            6.00            45.17           
853     1.50            3.53            5.50            44.73           
854     1.50            3.15            4.50            45.03           
855     2.50            4.65            7.00            44.00           
856     0.00            1.53            3.50            45.94           
857     0.50            2.53            4.50            45.52           
858     1.00            2.54            4.50            45.60           
859     0.50            3.64            5.50            45.07           
860     2.50            4.56            6.50            44.17           
861     1.50            3.11            4.50            45.35           
862     2.00            3.54            6.00            45.02           
863     1.50            3.62            6.00            45.19           
864     1.50            2.72            4.50            45.88           
865     1.50            3.40            5.00            44.77           
866     0.50            2.59            4.50            45.62           
867     0.50            3.21            5.00            45.08           
868     1.00            3.21            5.50            45.01           
869     1.50            3.96            6.00            44.65           
870     2.50            3.60            5.50            44.52           
871     0.50            1.83            3.00            45.53           
872     1.00            3.51            5.00            44.87           
873     0.00            1.97            3.50            45.43           
874     2.00            4.02            5.50            43.95           
875     2.00            3.41            4.50            44.24           
876     2.00            3.98            5.50            44.23           
877     2.00            3.63            5.50            44.64           
878     0.50            3.72            5.50            45.02           
879     0.50            2.61            4.50            45.59           
880     2.00            3.86            5.50            44.59           
881     0.50            1.75            3.00            45.77           
882     1.50            3.50            5.50            44.86           
883     1.00            2.05            3.50            45.69           
884     0.50            2.17            5.00            45.69           
885     0.00            2.46            4.00            45.54           
886     2.00            3.82            6.00            44.50           
887     0.50            2.48            4.00            45.58           
888     2.00            3.50            5.00            44.62           
889     1.00            3.15            5.00            45.10           
890     0.50            2.68            4.50            45.39           
891     0.50            2.61            4.50            45.36           
892     1.00            2.12            3.50            46.06           
893     1.00            3.21            6.00            45.09           
894     1.00            3.12            5.50            45.40           
895     0.50            2.55            5.00            45.83           
896     1.00            3.00            4.50            45.25           
897     1.50            3.65            5.50            45.80           
898     0.50            1.99            3.50            46.19           
899     1.50            2.92            4.50            45.00           
900     1.00            2.83            4.50            45.31           
901     1.50            2.99            4.50            46.10           
902     1.50            2.88            4.00            45.66           
903     0.50            2.09            3.50            45.45           
904     0.50            2.85            4.50            44.96           
905     0.50            2.05            3.50            45.71           
906     2.00            4.26            6.00            44.29           
907     1.00            3.42            6.50            44.70           
908     0.50            1.56            3.00            46.09           
909     0.50            2.51            4.50            45.26           
910     1.00            3.07            5.00            44.84           
911     1.00            3.03            5.00            44.82           
912     2.50            4.58            6.00            43.72           
913     2.00            3.66            6.00            44.54           
914     1.00            3.05            5.00            44.86           
915     1.50            3.60            5.50            44.50           
916     1.50            3.25            4.50            44.65           
917     1.50            3.34            5.50            44.56           
918     0.50            1.84            3.50            45.66           
919     1.50            2.81            5.00            44.92           
920     0.00            1.02            2.50            46.14           
921     0.50            2.27            4.00            45.46           
922     2.50            3.61            5.50            44.69           
923     1.50            3.62            5.50            44.97           
924     1.00            2.79            4.50            45.31           
925     2.00            3.46            5.00            44.77           
926     1.00            2.71            4.50            45.41           
927     1.50            3.94            6.00            44.86           
928     1.00            2.78            4.50            45.42           
929     1.00            2.60            4.00            45.14           
930     1.50            3.26            5.50            45.10           
931     1.50            3.07            4.50            44.81           
932     1.50            4.13            6.00            44.15           
933     1.00            3.74            6.00            44.71           
934     1.50            4.34            6.00            44.16           
935     1.00            2.51            4.00            45.14           
936     0.50            3.16            5.50            44.97           
937     1.50            3.11            5.00            45.02           
938     1.00            2.36            4.00            45.10           
939     1.50            3.12            4.50            44.86           
940     1.00            3.86            5.50            44.54           
941     1.00            3.30            5.00            44.40           
942     1.00            1.96            3.00            45.36           
943     1.50            3.32            5.00            44.61           
944     0.00            2.78            4.50            45.01           
945     1.50            3.17            5.00            44.70           
946     1.00            2.77            4.50            44.95           
947     1.00            2.98            4.50            44.90           
948     1.00            2.37            4.00            45.41           
949     0.50            3.71            5.50            44.42           
950     1.00            3.78            5.50            44.64           
951     2.00            4.23            5.50            43.64           
952     1.50            4.05            6.00            44.33           
953     2.50            4.10            6.00            44.03           
954     0.50            2.53            4.00            45.15           
955     0.50            2.82            5.00            45.14           
956     1.00            2.46            4.00            45.39           
957     0.50            1.84            3.00            45.56           
958     0.50            2.22            4.00            45.57           
959     1.00            2.70            4.50            44.95           
960     2.00            3.94            5.50            44.38           
961     2.50            3.87            5.50            44.35           
962     1.00            3.53            5.50            44.45           
963     0.50            2.92            5.00            45.31           
964     1.50            3.17            5.00            44.82           
965     0.50            2.54            4.50            45.27           
966     1.00            2.90            5.00            45.11           
967     1.00            2.73            4.50            45.06           
968     1.50            3.77            6.00            44.65           
969     2.50            3.90            5.00            44.11           
970     1.00            3.16            5.50            45.21           
971     2.50            3.99            5.50            44.12           
972     1.00            2.95            4.50            45.18           
973     1.00            3.34            5.00            45.20           
974     1.00            3.16            5.50            44.97           
975     2.00            3.64            5.00            44.60           
976     1.00            2.91            5.00            44.98           
977     2.00            4.65            7.00            44.10           
978     2.00            4.00            5.50            45.02           
979     1.00            2.61            4.00            45.41           
980     1.00            2.79            4.50            45.25           
981     1.00            2.88            5.00            45.24           
982     0.50            2.97            5.50            45.16           
983     1.50            3.21            5.00            44.55           
984     0.50            2.68            4.50            45.07           
985     0.00            1.57            4.00            45.88           
986     1.50            3.69            5.50            44.44           
987     1.50            3.58            5.00            44.62           
988     1.50            3.83            5.50            44.40           
989     1.00            2.12            3.50            45.31           
990     1.50            3.12            4.50            44.95           
991     1.50            3.47            5.00            44.77           
992     1.50            2.95            4.50            44.73           
993     0.50            2.61            5.50            45.80           
994     2.50            4.49            6.00            43.91           
995     1.50            3.17            4.50            45.04           
996     3.00            4.29            6.00            44.07           
997     2.00            4.25            5.50            44.37           
998     2.00            3.83            5.50            44.40           
999     0.50            2.74            4.50            45.13           
1000    1.00            2.89            4.00            45.06           
1001    2.50            4.34            6.00            44.29           
1002    1.00            2.92            4.00            44.99           
1003    1.00            3.21            5.00            45.05           
1004    2.00            3.96            6.00            44.30           
1005    0.50            3.25            5.50            45.27           
1006    3.00            4.57            6.00            43.87           
1007    0.50            2.64            4.50            45.62           
1008    1.50            3.58            5.50            44.70           
1009    2.00            4.01            6.00            44.68           
1010    1.00            2.48            4.00            45.25           
1011    2.00            4.26            6.50            44.36           
1012    2.50            4.25            6.00            44.01           
1013    1.00            2.74            4.50            45.18           
1014    1.50            3.44            5.00            44.31           
1015    1.00            2.17            4.00            45.41           
1016    1.50            3.36            4.50            44.45           
1017    2.00            3.85            5.50            44.23           
1018    1.50            3.25            5.00            45.03           
1019    1.50            3.09            5.00            44.88           
1020    2.00            3.38            6.00            44.56           
1021    0.00            1.76            3.00            45.86           
1022    2.00            3.68            6.00            44.58           
1023    2.00            3.00            4.50            44.98           
1024    2.00            3.46            5.00            44.52           
1025    2.00            3.71            5.50            44.69           
1026    2.00            3.19            5.00            44.85           
1027    2.50            3.70            5.00            44.60           
1028    1.50            4.02            6.00            44.84           
1029    1.50            3.12            5.00            45.34           
1030    2.00            3.97            6.00            44.80           
1031    1.00            3.44            5.00            44.74           
1032    1.00            2.52            4.50            45.41           
1033    2.00            4.54            7.00            44.52           
1034    1.00            3.01            4.50            45.35           
1035    2.00            4.80            8.00            44.02           
1036    0.50            2.15            3.50            45.73           
1037    1.00            3.24            5.50            45.29           
1038    1.00            3.75            5.50            45.18           
1039    0.50            2.41            4.00            45.89           
1040    2.00            3.40            5.00            44.66           
1041    1.50            3.43            6.50            45.08           
1042    1.00            3.30            5.50            44.71           
1043    1.50            3.50            5.00            44.55           
1044    1.50            3.00            5.00            45.17           
1045    2.50            4.45            6.50            44.46           
1046    1.50            3.15            5.00            45.29           
1047    0.00            2.90            4.50            45.31           
1048    2.50            4.12            6.00            44.47           
1049    1.00            2.08            3.50            45.91           
1050    0.50            2.46            4.50            45.73           
1051    2.00            4.26            6.50            44.30           
1052    1.50            3.00            5.00            45.07           
1053    2.00            4.00            5.50            44.40           
1054    0.50            2.70            4.50            45.40           
1055    2.00            4.00            5.50            44.72           
1056    2.50            4.48            6.00            43.79           
1057    2.00            4.66            7.00            44.25           
1058    1.00            3.23            5.50            44.94           
1059    1.50            2.97            5.00            45.16           
1060    0.50            2.08            4.00            45.79           
1061    2.00            4.16            6.00            44.33           
1062    0.50            2.40            4.50            45.66           
1063    1.50            3.37            5.00            45.11           
1064    0.50            2.17            4.00            45.82           
1065    1.50            2.96            4.00            44.89           
1066    1.00            2.19            4.50            45.47           
1067    1.50            3.86            5.50            44.40           
1068    0.50            3.57            5.50            45.11           
1069    1.50            4.52            6.50            44.48           
1070    1.00            3.05            4.50            46.07           
1071    0.50            3.16            5.00            46.02           
1072    1.50            3.77            5.50            45.10           
1073    1.00            2.69            5.00            45.97           
1074    1.00            2.38            4.00            45.95           
1075    2.00            3.42            5.00            44.80           
1076    1.50            4.30            5.50            44.53           
1077    1.50            3.17            5.00            45.39           
1078    1.50            3.27            5.00            45.16           
1079    1.00            2.73            4.50            45.84           
1080    3.00            5.44            7.00            44.00           
1081    0.50            2.75            4.50            45.45           
1082    1.50            3.33            5.00            44.84           
1083    2.00            3.58            5.50            44.70           
1084    2.00            3.62            5.50            44.42           
1085    1.00            3.09            6.00            45.31           
1086    2.50            3.71            5.00            44.78           
1087    2.00            3.53            5.50            44.92           
1088    2.00            3.95            6.00            45.00           
1089    1.50            3.48            5.50            44.97           
1090    1.00            2.83            5.00            45.28           
1091    2.00            4.95            6.50            43.97           
1092    1.00            2.90            4.50            45.01           
1093    1.50            3.45            5.00            44.80           
1094    2.50            4.08            5.50            44.32           
1095    1.50            3.90            5.50            44.64           
1096    1.50            3.43            5.00            44.68           
1097    1.50            3.03            4.50            45.29           
1098    2.50            4.14            6.00            44.01           
1099    1.00            2.69            4.00            45.40           
1100    1.00            3.00            5.00            45.10           
1101    1.00            2.69            4.50            45.51           
1102    2.00            4.00            5.50            44.41           
1103    1.50            3.31            5.00            44.85           
1104    1.00            2.24            3.50            45.59           
1105    1.50            2.82            4.50            44.76           
1106    0.50            2.14            3.50            45.62           
1107    2.00            3.49            5.50            44.63           
1108    1.50            3.78            5.50            44.43           
1109    1.50            3.30            4.50            44.95           
1110    1.50            4.15            6.00            44.49           
1111    2.00            4.02            6.00            44.25           
1112    0.50            2.42            4.50            45.11           
1113    1.00            3.01            5.00            45.15           
1114    1.00            2.76            5.00            45.32           
1115    1.00            2.62            4.00            46.03           
1116    1.00            2.52            4.00            45.60           
1117    1.00            2.35            5.00            45.97           
1118    1.50            3.23            4.50            45.21           
1119    1.50            3.88            6.00            44.69           
1120    2.00            4.17            5.50            44.40           
1121    1.50            3.47            5.00            44.85           
1122    1.00            2.42            4.00            45.22           
1123    2.00            3.80            5.00            44.74           
1124    0.50            2.35            4.00            46.08           
1125    1.00            2.76            4.50            45.25           
1126    0.50            2.23            4.00            45.81           
1127    1.50            3.14            5.50            45.70           
1128    1.00            3.17            4.50            45.01           
1129    2.00            3.53            5.00            45.57           
1130    1.00            2.71            4.50            45.71           
1131    1.50            3.26            5.50            45.93           
1132    1.50            3.50            5.50            45.46           
1133    1.00            2.46            4.00            45.87           
1134    2.00            4.50            6.00            44.69           
1135    2.50            4.45            6.00            44.56           
1136    2.00            3.91            5.50            44.89           
1137    1.00            2.64            5.00            45.26           
1138    1.50            3.14            4.50            44.42           
1139    0.50            1.97            3.50            45.67           
1140    1.00            3.71            5.50            44.86           
1141    0.00            2.61            5.00            46.09           
1142    1.50            3.83            6.00            45.58           
1143    1.50            3.59            5.50            44.83           
1144    2.00            3.93            6.00            44.71           
1145    2.00            3.59            5.50            44.64           
1146    0.50            3.21            5.00            45.07           
1147    1.50            3.20            5.00            45.03           
1148    1.50            3.38            5.50            45.00           
1149    2.00            3.83            5.50            44.64           
1150    2.00            3.79            5.00            44.54           
1151    1.50            3.13            5.00            45.00           
1152    0.00            1.33            3.50            45.98           
1153    2.00            4.35            6.50            44.46           
1154    0.50            2.67            5.00            45.53           
1155    2.50            4.03            5.50            44.46           
1156    1.00            3.23            5.00            45.19           
1157    1.00            2.91            4.00            45.14           
1158    1.00            3.71            5.50            44.82           
1159    2.00            3.54            4.50            44.65           
1160    0.00            0.56            2.00            46.30           
1161    1.00            3.21            5.00            44.92           
1162    1.00            2.21            3.50            45.42           
1163    1.50            3.64            5.50            44.69           
1164    1.00            2.53            4.50            45.89           
1165    1.50            4.11            5.50            45.50           
1166    1.00            2.88            5.00            45.90           
1167    0.50            2.09            3.50            46.32           
1168    0.00            2.64            4.00            45.51           
1169    0.50            2.42            4.50            46.70           
1170    3.00            5.23            7.00            43.68           
1171    0.50            2.65            4.50            46.57           
1172    0.50            2.74            4.50            45.46           
1173    1.00            2.79            5.00            46.58           
1174    2.00            4.09            6.50            45.42           
1175    1.00            3.65            6.00            45.26           
1176    1.00            3.27            5.00            45.55           
1177    1.50            3.62            5.00            44.74           
1178    1.00            3.88            5.50            45.08           
1179    2.50            4.77            6.50            44.67           
1180    2.00            3.93            5.00            44.85           
1181    1.50            3.12            5.00            45.45           
1182    0.00            2.36            3.50            45.65           
1183    1.50            3.24            5.00            45.72           
1184    1.50            3.09            5.00            45.66           
1185    0.00            1.50            3.50            46.41           
1186    1.00            3.26            5.50            45.61           
1187    1.50            3.17            5.50            45.55           
1188    2.00            3.79            6.00            45.24           
1189    1.50            3.36            6.00            45.39           
1190    2.00            4.02            6.00            45.18           
1191    2.00            3.47            5.50            45.06           
1192    1.00            3.33            5.00            45.30           
1193    0.50            2.01            4.00            46.31           
1194    1.50            3.16            5.00            45.60           
1195    1.50            3.80            5.50            45.18           
1196    1.00            2.30            4.00            45.77           
1197    1.50            3.63            5.50            45.06           
1198    0.50            1.89            3.50            46.15           
1199    1.50            2.83            4.50            45.54           
1200    0.00            1.48            3.00            46.51           
1201    0.50            2.24            4.00            46.15           
1202    2.00            3.81            5.50            45.08           
1203    2.50            4.36            6.00            44.46           
1204    3.00            4.54            6.50            44.81           
1205    1.50            3.86            6.00            45.36           
1206    2.50            3.55            5.00            46.01           
1207    1.00            3.13            4.50            45.90           
1208    1.00            3.12            4.50            45.23           
1209    2.00            3.49            5.00            44.82           
1210    0.50            2.58            4.00            45.56           
1211    1.00            3.21            5.00            45.14           
1212    2.50            4.24            5.50            44.29           
1213    1.50            3.32            5.00            44.83           
1214    1.50            3.47            5.00            44.91           
1215    1.00            3.60            5.50            45.02           
1216    1.50            3.01            5.00            45.44           
1217    2.00            3.18            5.00            44.96           
1218    0.50            2.44            4.50            45.64           
1219    3.50            5.14            6.50            43.69           
1220    1.50            2.79            4.00            45.18           
1221    2.50            3.81            5.00            44.11           
1222    1.00            3.73            6.00            45.19           
1223    1.00            2.54            5.00            45.60           
1224    1.50            3.78            5.50            44.71           
1225    1.50            3.69            5.50            45.03           
1226    2.00            4.62            6.00            44.83           
1227    1.00            2.21            3.50            45.57           
1228    2.00            4.30            6.50            44.46           
1229    0.50            2.47            4.50            45.69           
1230    1.00            2.68            4.50            45.34           
1231    1.50            3.46            5.00            45.08           
1232    1.00            2.23            3.50            45.48           
1233    2.50            4.16            6.50            44.42           
1234    2.00            4.90            6.50            44.14           
